"AREFNO","Casualty.Class","Casualty.Sex","Casualty.Age","No..of.Casualties","Mode.of.Travel","Accident.Severity","No..of.Vehicles.in.Acc.","Accident.Date","Time","Highway","Road.Type","Speed.Limit","Junction.Detail","Weather","Road.Surface","month","day","hour","Light.Conditions.Banded","ageband"
1190161350,"Driver/Rider","Female",28,1,"Pedal Cycle","Slight",2,"2019-02-04","05:5500","BOR","Roundabout",30,"Roundabout","Raining","Road-Wet","February","Monday",5,"Dark","20-29"
1190155929,"Driver/Rider","Male",24,1,"Other Vehicle","Slight",2,"2019-01-05","21:0000","BOR","Single CWY",20,"T/STAG JUN","Fine","Road-Dry","January","Saturday",21,"Dark","20-29"
1190163546,"Passenger","Male",16,1,"Powered 2 Wheeler","Serious",2,"2019-02-14","23:1500","BOR","One-way ST",20,"Crossroads","Fine","Road-Dry","February","Thursday",23,"Dark","10-19"
1190184855,"Driver/Rider","Male",25,2,"Pedal Cycle","Slight",1,"2019-06-03","16:3000","TLRN","Dual CWY",30,"Other","Fine","Road-Dry","June","Monday",16,"Daylight","20-29"
1190196886,"Passenger","Male",16,2,"Taxi","Slight",1,"2019-07-27","02:0000","BOR","Single CWY",20,"T/STAG JUN","Raining","Road-Wet","July","Saturday",2,"Dark","10-19"
1190186305,"Driver/Rider","Male",21,2,"Car","Slight",2,"2019-06-10","07:2900","BOR","Single CWY",30,"No JUN in 20M","Raining","Road-Wet","June","Monday",7,"Daylight","20-29"
1190220502,"Pedestrian","Male",73,1,"Pedestrian","Serious",1,"2019-11-24","12:2000","BOR","Single CWY",20,"T/STAG JUN","Fine","Road-Dry","November","Sunday",12,"Daylight","70-79"
1190179043,"Driver/Rider","Male",28,1,"Powered 2 Wheeler","Slight",2,"2019-05-05","16:2800","BOR","Single CWY",30,"Other","Fine","Road-Dry","May","Sunday",16,"Daylight","20-29"
1190180300,"Driver/Rider","Female",40,1,"Car","Slight",2,"2019-05-11","21:2000","BOR","Single CWY",30,"Crossroads","Fine","Road-Dry","May","Saturday",21,"Dark","40-49"
1190172670,"Driver/Rider","Male",44,1,"Powered 2 Wheeler","Slight",2,"2019-04-01","18:2100","BOR","Dual CWY",30,"Other","Fine","Road-Dry","April","Monday",18,"Daylight","40-49"
1190165548,"Driver/Rider","Male",57,2,"Pedal Cycle","Serious",1,"2019-02-25","14:4700","BOR","Single CWY",30,"T/STAG JUN","Fine","Road-Dry","February","Monday",14,"Daylight","50-59"
1190160931,"Pedestrian","Female",36,1,"Pedestrian","Slight",1,"2019-02-02","12:2000","BOR","Single CWY",20,"T/STAG JUN","Raining","Road-Wet","February","Saturday",12,"Dark","30-39"
1190185473,"Passenger","Female",24,3,"Powered 2 Wheeler","Serious",2,"2019-06-05","20:3000","BOR","Single CWY",30,"Crossroads","Fine","Road-Dry","June","Wednesday",20,"Daylight","20-29"
1190172275,"Passenger","Male",57,4,"Car","Slight",4,"2019-03-30","19:4000","TLRN","Dual CWY",50,"No JUN in 20M","Fine","Road-Dry","March","Saturday",19,"Dark","50-59"
1190240214,"Passenger","Male",32,1,"Car","Slight",2,"2019-10-19","20:5000","TLRN","Single CWY",30,"No JUN in 20M","Other","Other","October","Saturday",20,"Dark","30-39"
1190161473,"Driver/Rider","Male",23,1,"Car","Slight",2,"2019-02-04","16:0000","TLRN","Roundabout",30,"Roundabout","Raining","Road-Wet","February","Monday",16,"Daylight","20-29"
1190176684,"Pedestrian","Female",24,1,"Pedestrian","Serious",1,"2019-04-10","08:2000","BOR","Unknown",40,"No JUN in 20M","Other","Road-Dry","April","Wednesday",8,"Daylight","20-29"
1190222048,"Driver/Rider","Male",46,1,"Car","Slight",2,"2019-12-01","13:0000","BOR","Single CWY",20,"T/STAG JUN","Fine","Road-Dry","December","Sunday",13,"Daylight","40-49"
1190202605,"Passenger","Male",50,4,"Car","Serious",2,"2019-09-01","01:0300","TLRN","Dual CWY",40,"No JUN in 20M","Fine","Road-Dry","September","Sunday",1,"Dark","50-59"
48190911419,"Driver/Rider","Male",39,1,"Powered 2 Wheeler","Slight",2,"2019-07-24","23:0800","BOR","Single CWY",20,"T/STAG JUN","Fine","Road-Dry","July","Wednesday",23,"Dark","30-39"
1190188595,"Passenger","Female",37,1,"Taxi","Serious",2,"2019-06-21","01:3500","BOR","Single CWY",20,"T/STAG JUN","Fine","Road-Dry","June","Friday",1,"Dark","30-39"
1190179402,"Driver/Rider","Female",28,2,"Car","Slight",2,"2019-05-02","13:5600","BOR","Unknown",20,"Other","Fine","Road-Dry","May","Thursday",13,"Daylight","20-29"
1190223958,"Pedestrian","Male",29,2,"Pedestrian","Serious",3,"2019-10-09","23:5500","BOR","One-way ST",20,"No JUN in 20M","Other","Other","October","Wednesday",23,"Dark","20-29"
1190213165,"Pedestrian","Male",43,1,"Pedestrian","Slight",1,"2019-10-21","18:1800","BOR","Single CWY",30,"T/STAG JUN","Fine","Road-Dry","October","Monday",18,"Daylight","40-49"
1190209840,"Driver/Rider","Male",46,1,"Car","Serious",2,"2019-10-06","00:4000","BOR","Single CWY",30,"No JUN in 20M","Raining","Road-Wet","October","Sunday",0,"Dark","40-49"
1190200525,"Driver/Rider","Male",41,2,"Powered 2 Wheeler","Serious",2,"2019-08-19","12:2000","BOR","Single CWY",30,"No JUN in 20M","Fine","Road-Dry","August","Monday",12,"Daylight","40-49"
1190165590,"Driver/Rider","Female",52,1,"Car","Slight",2,"2019-02-23","15:1400","BOR","Single CWY",30,"Other","Fine","Road-Dry","February","Saturday",15,"Daylight","50-59"
1190172286,"Passenger","Female",38,3,"Car","Slight",1,"2019-03-30","15:3000","BOR","Roundabout",20,"Roundabout","Fine","Road-Dry","March","Saturday",15,"Daylight","30-39"
1190157561,"Pedestrian","Male",70,1,"Pedestrian","Serious",1,"2019-01-04","17:1500","BOR","Unknown",30,"Other","Fine","Road-Dry","January","Friday",17,"Dark","70-79"
1190167330,"Driver/Rider","Male",48,1,"Pedal Cycle","Slight",2,"2019-03-04","17:5200","BOR","Single CWY",20,"T/STAG JUN","Fine","Road-Dry","March","Monday",17,"Dark","40-49"
1190207519,"Driver/Rider","Male",24,1,"Powered 2 Wheeler","Slight",2,"2019-09-24","18:1300","TLRN","Dual CWY",30,"T/STAG JUN","Raining","Road-Wet","September","Tuesday",18,"Daylight","20-29"
1190191123,"Pedestrian","Male",26,1,"Pedestrian","Slight",1,"2019-07-02","01:4500","TLRN","Dual CWY",40,"T/STAG JUN","Fine","Road-Dry","July","Tuesday",1,"Dark","20-29"
1190175072,"Driver/Rider","Male",31,1,"Powered 2 Wheeler","Serious",2,"2019-04-14","11:4700","TLRN","Dual CWY",30,"T/STAG JUN","Fine","Road-Dry","April","Sunday",11,"Daylight","30-39"
1190224034,"Pedestrian","Male",62,1,"Pedestrian","Slight",1,"2019-12-10","09:5500","BOR","Dual CWY",20,"No JUN in 20M","Fine","Road-Dry","December","Tuesday",9,"Daylight","60-69"
1190174724,"Driver/Rider","Female",41,1,"Car","Slight",2,"2019-04-12","08:3200","BOR","Single CWY",30,"Crossroads","Fine","Road-Dry","April","Friday",8,"Daylight","40-49"
1190215830,"Driver/Rider","Male",22,1,"Powered 2 Wheeler","Slight",2,"2019-11-03","15:0000","BOR","One-way ST",30,"T/STAG JUN","Raining","Road-Wet","November","Sunday",15,"Daylight","20-29"
1190164850,"Driver/Rider","Female",25,1,"Pedal Cycle","Serious",2,"2019-02-21","19:2100","BOR","Single CWY",30,"T/STAG JUN","Fine","Road-Dry","February","Thursday",19,"Dark","20-29"
1190165218,"Driver/Rider","Female",19,2,"Powered 2 Wheeler","Serious",1,"2019-02-24","08:1000","BOR","Single CWY",20,"No JUN in 20M","Fine","Road-Dry","February","Sunday",8,"Daylight","10-19"
1190158987,"Pedestrian","Female",57,1,"Pedestrian","Serious",1,"2019-01-10","06:3000","BOR","Unknown",30,"No JUN in 20M","Fine","Road-Dry","January","Thursday",6,"Dark","50-59"
1190157513,"Pedestrian","Male",52,2,"Pedestrian","Slight",2,"2019-01-15","00:0100","BOR","Single CWY",30,"Other","Fine","Road-Dry","January","Tuesday",0,"Dark","50-59"
1190228244,"Driver/Rider","Male",30,1,"Powered 2 Wheeler","Slight",2,"2019-12-31","11:2000","TLRN","One-way ST",30,"Crossroads","Fine","Road-Dry","December","Tuesday",11,"Daylight","30-39"
1190157503,"Driver/Rider","Male",35,1,"Pedal Cycle","Slight",2,"2019-01-14","17:4600","BOR","Single CWY",30,"T/STAG JUN","Fine","Road-Dry","January","Monday",17,"Dark","30-39"
1190184599,"Driver/Rider","Male",30,1,"Powered 2 Wheeler","Serious",2,"2019-06-02","10:0900","BOR","Single CWY",30,"Other","Fine","Road-Dry","June","Sunday",10,"Daylight","30-39"
1190198229,"Driver/Rider","Male",34,1,"Powered 2 Wheeler","Serious",1,"2019-08-07","08:5500","TLRN","Roundabout",40,"Roundabout","Fine","Road-Dry","August","Wednesday",8,"Daylight","30-39"
1190184994,"Driver/Rider","Male",41,1,"Car","Slight",2,"2019-06-03","10:4500","BOR","Single CWY",30,"Other","Fine","Road-Dry","June","Monday",10,"Daylight","40-49"
1190161707,"Driver/Rider","Female",65,1,"Car","Slight",2,"2019-02-05","14:4500","BOR","Single CWY",20,"Other","Fine","Road-Dry","February","Tuesday",14,"Daylight","60-69"
1190206050,"Passenger","Female",62,6,"Bus or Coach","Serious",2,"2019-09-18","10:3000","BOR","One-way ST",20,"No JUN in 20M","Fine","Road-Dry","September","Wednesday",10,"Daylight","60-69"
1190208821,"Driver/Rider","Male",17,1,"Pedal Cycle","Slight",2,"2019-10-01","08:3000","BOR","Single CWY",30,"Other","Fine","Road-Dry","October","Tuesday",8,"Daylight","10-19"
1190197537,"Pedestrian","Male",71,1,"Pedestrian","Slight",1,"2019-08-03","11:3300","BOR","Single CWY",30,"Other","Fine","Road-Dry","August","Saturday",11,"Daylight","70-79"
1190198891,"Pedestrian","Female",19,1,"Pedestrian","Slight",1,"2019-08-10","19:1000","BOR","Single CWY",20,"Crossroads","Fine","Road-Dry","August","Saturday",19,"Daylight","10-19"
1190192785,"Pedestrian","Female",50,1,"Pedestrian","Serious",1,"2019-07-10","13:5500","BOR","Single CWY",30,"Other","Fine","Road-Dry","July","Wednesday",13,"Daylight","50-59"
1190170013,"Driver/Rider","Male",30,1,"Car","Slight",2,"2019-03-08","08:4000","TLRN","Single CWY",30,"No JUN in 20M","Other","Road-Dry","March","Friday",8,"Daylight","30-39"
1190193916,"Driver/Rider","Male",32,1,"Pedal Cycle","Serious",2,"2019-07-09","07:4000","BOR","Single CWY",30,"T/STAG JUN","Other","Road-Dry","July","Tuesday",7,"Daylight","30-39"
1190224574,"Driver/Rider","Male",42,1,"Goods Vehicle","Slight",2,"2019-12-12","13:5000","TLRN","Dual CWY",40,"T/STAG JUN","Other","Road-Wet","December","Thursday",13,"Daylight","40-49"
1190165699,"Driver/Rider","Female",34,2,"Car","Serious",3,"2019-02-26","08:4000","BOR","Roundabout",30,"Other","Fine","Road-Dry","February","Tuesday",8,"Daylight","30-39"
1190161131,"Pedestrian","Male",28,1,"Pedestrian","Serious",2,"2019-02-01","22:1000","BOR","Unknown",20,"Other","Raining","Road-Wet","February","Friday",22,"Dark","20-29"
1190194230,"Pedestrian","Female",59,1,"Pedestrian","Serious",1,"2019-07-17","15:1000","BOR","Slip RD",20,"T/STAG JUN","Fine","Road-Dry","July","Wednesday",15,"Daylight","50-59"
1190175035,"Driver/Rider","Male",33,1,"Car","Slight",5,"2019-04-14","00:4000","BOR","Dual CWY",30,"Crossroads","Fine","Road-Dry","April","Sunday",0,"Dark","30-39"
1190201070,"Pedestrian","Male",23,1,"Pedestrian","Serious",1,"2019-08-13","23:0000","BOR","Unknown",20,"T/STAG JUN","Other","Road-Dry","August","Tuesday",23,"Dark","20-29"
1190178158,"Driver/Rider","Female",24,1,"Pedal Cycle","Slight",2,"2019-05-01","08:1500","TLRN","Single CWY",20,"Other","Fine","Road-Dry","May","Wednesday",8,"Daylight","20-29"
1190198130,"Pedestrian","Female",78,1,"Pedestrian","Slight",1,"2019-08-06","17:0400","BOR","Single CWY",30,"Other","Fine","Road-Dry","August","Tuesday",17,"Daylight","70-79"
1190157412,"Passenger","Female",53,1,"Car","Slight",1,"2019-01-10","19:0000","BOR","Dual CWY",30,"Other","Fine","Road-Dry","January","Thursday",19,"Dark","50-59"
1190217049,"Passenger","Female",33,2,"Goods Vehicle","Serious",2,"2019-09-09","08:1500","BOR","Single CWY",30,"T/STAG JUN","Fine","Road-Dry","September","Monday",8,"Daylight","30-39"
1190232940,"Pedestrian","Male",63,1,"Pedestrian","Serious",1,"2019-11-27","08:0000","BOR","Unknown",30,"Other","Other","Other","November","Wednesday",8,"Daylight","60-69"
1190165341,"Passenger","Male",7,5,"Bus or Coach","Slight",1,"2019-02-24","17:2000","TLRN","Single CWY",20,"T/STAG JUN","Fine","Road-Dry","February","Sunday",17,"Dark","0-9"
1190182543,"Driver/Rider","Male",29,1,"Pedal Cycle","Serious",2,"2019-05-22","18:1600","BOR","Single CWY",30,"Other","Fine","Road-Dry","May","Wednesday",18,"Daylight","20-29"
1190217553,"Pedestrian","Male",66,1,"Pedestrian","Slight",1,"2019-11-08","09:1000","BOR","Single CWY",30,"Other","Other","Road-Dry","November","Friday",9,"Daylight","60-69"
1190181845,"Pedestrian","Male",30,1,"Pedestrian","Serious",1,"2019-05-19","19:3200","BOR","Single CWY",20,"T/STAG JUN","Fine","Road-Dry","May","Sunday",19,"Daylight","30-39"
1190216132,"Driver/Rider","Male",30,1,"Goods Vehicle","Slight",2,"2019-09-30","09:1500","BOR","Single CWY",20,"T/STAG JUN","Other","Road-Dry","September","Monday",9,"Daylight","30-39"
1190187606,"Driver/Rider","Male",18,1,"Powered 2 Wheeler","Slight",2,"2019-06-16","18:5500","BOR","Single CWY",20,"T/STAG JUN","Fine","Road-Dry","June","Sunday",18,"Daylight","10-19"
1190187168,"Passenger","Female",55,1,"Car","Slight",2,"2019-06-14","09:4700","TLRN","Dual CWY",40,"T/STAG JUN","Fine","Road-Wet","June","Friday",9,"Daylight","50-59"
1190210443,"Driver/Rider","Male",21,1,"Powered 2 Wheeler","Serious",2,"2019-09-02","22:3000","BOR","Single CWY",30,"No JUN in 20M","Fine","Road-Dry","September","Monday",22,"Dark","20-29"
1190190806,"Passenger","Female",78,2,"Bus or Coach","Serious",2,"2019-07-01","12:2200","BOR","Single CWY",30,"T/STAG JUN","Fine","Road-Dry","July","Monday",12,"Daylight","70-79"
1190220625,"Driver/Rider","Male",44,1,"Powered 2 Wheeler","Slight",2,"2019-11-21","14:4000","BOR","Single CWY",30,"Crossroads","Fine","Road-Dry","November","Thursday",14,"Daylight","40-49"
1190172305,"Driver/Rider","Male",28,2,"Car","Slight",2,"2019-03-29","19:3200","BOR","Single CWY",30,"T/STAG JUN","Fine","Road-Dry","March","Friday",19,"Dark","20-29"
1190190122,"Pedestrian","Male",15,1,"Pedestrian","Serious",2,"2019-06-28","08:3500","BOR","Roundabout",20,"Roundabout","Fine","Road-Dry","June","Friday",8,"Daylight","10-19"
1190180856,"Pedestrian","Male",6,1,"Pedestrian","Slight",1,"2019-05-14","16:2500","BOR","Single CWY",30,"T/STAG JUN","Fine","Road-Dry","May","Tuesday",16,"Daylight","0-9"
1190190881,"Pedestrian","Female",85,1,"Pedestrian","Serious",1,"2019-07-01","19:4400","TLRN","Single CWY",30,"No JUN in 20M","Fine","Road-Dry","July","Monday",19,"Daylight","80-89"
1190181783,"Driver/Rider","Female",28,1,"Car","Slight",2,"2019-05-18","07:0000","BOR","Single CWY",30,"No JUN in 20M","Fine","Road-Dry","May","Saturday",7,"Daylight","20-29"
1190188733,"Passenger","Male",10,2,"Car","Slight",2,"2019-06-21","09:0700","BOR","Single CWY",20,"No JUN in 20M","Fine","Road-Dry","June","Friday",9,"Daylight","10-19"
1190191379,"Driver/Rider","Female",47,1,"Car","Slight",2,"2019-06-24","17:1500","BOR","Single CWY",30,"No JUN in 20M","Fine","Other","June","Monday",17,"Daylight","40-49"
1190171676,"Driver/Rider","Female",29,1,"Powered 2 Wheeler","Serious",2,"2019-03-27","22:2500","BOR","Single CWY",30,"T/STAG JUN","Fine","Road-Dry","March","Wednesday",22,"Dark","20-29"
1190194466,"Passenger","Female",89,1,"Bus or Coach","Slight",1,"2019-07-18","19:3500","BOR","Dual CWY",30,"T/STAG JUN","Fine","Road-Dry","July","Thursday",19,"Daylight","80-89"
1190159233,"Driver/Rider","Male",29,1,"Powered 2 Wheeler","Serious",2,"2019-01-23","22:0400","BOR","Single CWY",30,"Crossroads","Fine","Road-Dry","January","Wednesday",22,"Dark","20-29"
1190225694,"Driver/Rider","Female",26,1,"Car","Slight",2,"2019-12-17","17:3000","HA","Roundabout",30,"Roundabout","Fine","Road-Wet","December","Tuesday",17,"Dark","20-29"
1190197002,"Driver/Rider","Male",11,1,"Pedal Cycle","Serious",2,"2019-07-30","17:3000","BOR","Single CWY",30,"T/STAG JUN","Fine","Road-Dry","July","Tuesday",17,"Daylight","10-19"
1190165704,"Driver/Rider","Male",64,1,"Powered 2 Wheeler","Slight",2,"2019-02-26","11:1500","TLRN","Dual CWY",30,"T/STAG JUN","Fine","Road-Dry","February","Tuesday",11,"Daylight","60-69"
1190176128,"Driver/Rider","Male",38,1,"Taxi","Slight",3,"2019-04-20","13:0400","BOR","Single CWY",30,"T/STAG JUN","Fine","Road-Dry","April","Saturday",13,"Daylight","30-39"
1190172275,"Driver/Rider","Female",53,4,"Car","Slight",4,"2019-03-30","19:4000","TLRN","Dual CWY",50,"No JUN in 20M","Fine","Road-Dry","March","Saturday",19,"Dark","50-59"
1190188284,"Passenger","Female",11,1,"Car","Slight",1,"2019-06-19","15:5700","BOR","Single CWY",30,"Other","Raining","Road-Wet","June","Wednesday",15,"Daylight","10-19"
1190218078,"Driver/Rider","Male",46,1,"Pedal Cycle","Slight",2,"2019-11-12","17:0800","BOR","Single CWY",30,"Other","Fine","Road-Wet","November","Tuesday",17,"Dark","40-49"
1190162466,"Passenger","Male",88,7,"Taxi","Serious",3,"2019-02-10","05:4400","BOR","One-way ST",30,"T/STAG JUN","Fine","Road-Dry","February","Sunday",5,"Daylight","80-89"
1190215050,"Passenger","Female",60,1,"Bus or Coach","Serious",1,"2019-10-30","19:0500","BOR","Single CWY",30,"T/STAG JUN","Fine","Road-Dry","October","Wednesday",19,"Dark","60-69"
1190202200,"Driver/Rider","Male",38,1,"Powered 2 Wheeler","Serious",2,"2019-08-29","18:3000","BOR","Single CWY",20,"Crossroads","Fine","Road-Dry","August","Thursday",18,"Daylight","30-39"
1190195431,"Passenger","Male",4,2,"Car","Serious",2,"2019-07-23","18:0500","BOR","Single CWY",20,"No JUN in 20M","Fine","Road-Dry","July","Tuesday",18,"Daylight","0-9"
1190180793,"Passenger","Female",54,1,"Bus or Coach","Slight",1,"2019-05-14","09:4900","BOR","Single CWY",30,"No JUN in 20M","Fine","Road-Dry","May","Tuesday",9,"Daylight","50-59"
1190219186,"Passenger","Female",21,1,"Car","Slight",2,"2019-10-11","14:4800","BOR","Unknown",30,"No JUN in 20M","Other","Other","October","Friday",14,"Daylight","20-29"
1190181105,"Driver/Rider","Male",21,2,"Car","Slight",2,"2019-05-15","17:5000","BOR","One-way ST",20,"No JUN in 20M","Fine","Road-Dry","May","Wednesday",17,"Daylight","20-29"
1190225146,"Driver/Rider","Male",20,1,"Car","Slight",2,"2019-12-14","19:0500","TLRN","Dual CWY",40,"T/STAG JUN","Fine","Road-Wet","December","Saturday",19,"Dark","20-29"
1190206733,"Driver/Rider","Male",25,1,"Car","Serious",2,"2019-09-21","02:4000","BOR","Dual CWY",30,"Crossroads","Fine","Road-Dry","September","Saturday",2,"Dark","20-29"
1190226142,"Driver/Rider","Male",33,1,"Powered 2 Wheeler","Slight",2,"2019-12-18","18:2000","BOR","Unknown",20,"Other","Raining","Road-Wet","December","Wednesday",18,"Dark","30-39"
1190209081,"Driver/Rider","Male",23,1,"Car","Slight",2,"2019-10-02","07:5000","TLRN","Dual CWY",30,"T/STAG JUN","Fine","Road-Dry","October","Wednesday",7,"Daylight","20-29"
1190177247,"Pedestrian","Female",84,1,"Pedestrian","Serious",1,"2019-04-26","15:3000","BOR","Single CWY",30,"T/STAG JUN","Fine","Road-Dry","April","Friday",15,"Daylight","80-89"
1190199054,"Driver/Rider","Male",20,1,"Car","Serious",2,"2019-08-11","20:0000","BOR","Single CWY",30,"T/STAG JUN","Raining","Road-Wet","August","Sunday",20,"Dark","20-29"
1190167936,"Pedestrian","Female",22,1,"Pedestrian","Slight",1,"2019-03-07","12:0000","BOR","Single CWY",30,"T/STAG JUN","Fine","Road-Dry","March","Thursday",12,"Daylight","20-29"
1190211112,"Pedestrian","Male",20,1,"Pedestrian","Slight",1,"2019-10-12","00:1000","BOR","Single CWY",30,"No JUN in 20M","Raining","Road-Wet","October","Saturday",0,"Dark","20-29"
1190224878,"Driver/Rider","Male",46,1,"Pedal Cycle","Serious",2,"2019-12-13","19:4200","BOR","Single CWY",30,"No JUN in 20M","Other","Road-Wet","December","Friday",19,"Dark","40-49"
1190210072,"Driver/Rider","Male",27,1,"Powered 2 Wheeler","Slight",2,"2019-10-07","10:4000","TLRN","Single CWY",20,"Crossroads","Fine","Road-Dry","October","Monday",10,"Daylight","20-29"
48190862134,"Driver/Rider","Male",46,1,"Pedal Cycle","Serious",2,"2019-01-31","20:0000","BOR","Single CWY",20,"T/STAG JUN","Fine","Road-Dry","January","Thursday",20,"Dark","40-49"
1190164759,"Pedestrian","Female",36,1,"Pedestrian","Slight",1,"2019-02-22","04:1400","BOR","Single CWY",30,"T/STAG JUN","Fine","Road-Dry","February","Friday",4,"Daylight","30-39"
1190205028,"Driver/Rider","Male",58,3,"Car","Serious",4,"2019-09-12","23:1700","BOR","Single CWY",30,"T/STAG JUN","Fine","Road-Dry","September","Thursday",23,"Dark","50-59"
1190216620,"Driver/Rider","Male",36,1,"Powered 2 Wheeler","Serious",2,"2019-11-07","05:4000","TLRN","Single CWY",20,"T/STAG JUN","Raining","Road-Wet","November","Thursday",5,"Dark","30-39"
1190186511,"Driver/Rider","Male",28,1,"Pedal Cycle","Slight",1,"2019-06-11","08:3000","BOR","Single CWY",30,"T/STAG JUN","Other","Road-Wet","June","Tuesday",8,"Daylight","20-29"
1190158213,"Pedestrian","Female",8,2,"Pedestrian","Slight",1,"2019-01-18","08:1500","BOR","Single CWY",30,"T/STAG JUN","Fine","Road-Wet","January","Friday",8,"Daylight","0-9"
1190180898,"Driver/Rider","Male",50,1,"Car","Slight",1,"2019-02-11","16:0000","BOR","Single CWY",20,"Other","Fine","Road-Dry","February","Monday",16,"Daylight","50-59"
1190157897,"Driver/Rider","Male",39,1,"Pedal Cycle","Serious",1,"2019-01-16","18:5100","TLRN","Dual CWY",30,"No JUN in 20M","Raining","Road-Wet","January","Wednesday",18,"Dark","30-39"
1190192225,"Driver/Rider","Male",21,1,"Car","Slight",3,"2019-07-08","09:4500","TLRN","Dual CWY",50,"No JUN in 20M","Fine","Road-Dry","July","Monday",9,"Daylight","20-29"
1190191573,"Driver/Rider","Male",37,2,"Powered 2 Wheeler","Serious",2,"2019-07-04","20:4300","BOR","Single CWY",30,"No JUN in 20M","Fine","Road-Dry","July","Thursday",20,"Daylight","30-39"
1190156733,"Pedestrian","Female",36,1,"Pedestrian","Slight",2,"2019-01-10","07:5000","BOR","Single CWY",20,"Crossroads","Fine","Road-Dry","January","Thursday",7,"Daylight","30-39"
1190211244,"Passenger","Male",36,1,"Car","Slight",2,"2019-10-12","18:4200","BOR","Single CWY",30,"T/STAG JUN","Raining","Road-Wet","October","Saturday",18,"Dark","30-39"
1190215547,"Driver/Rider","Male",36,1,"Car","Serious",1,"2019-11-02","04:1200","BOR","Roundabout",20,"Roundabout","Raining","Road-Wet","November","Saturday",4,"Dark","30-39"
1190220390,"Driver/Rider","Male",38,2,"Car","Slight",4,"2019-11-23","21:1500","BOR","Dual CWY",30,"No JUN in 20M","Fine","Road-Dry","November","Saturday",21,"Dark","30-39"
1190179683,"Driver/Rider","Male",32,1,"Powered 2 Wheeler","Serious",2,"2019-05-08","16:5000","BOR","Single CWY",30,"T/STAG JUN","Raining","Road-Wet","May","Wednesday",16,"Daylight","30-39"
1190185444,"Driver/Rider","Female",29,2,"Car","Slight",1,"2019-06-05","14:0000","TLRN","Single CWY",40,"Other","Fine","Road-Dry","June","Wednesday",14,"Daylight","20-29"
1190167367,"Passenger","Male",50,1,"Car","Serious",1,"2019-03-06","18:2000","BOR","One-way ST",20,"T/STAG JUN","Fine","Road-Dry","March","Wednesday",18,"Dark","50-59"
1190157428,"Driver/Rider","Male",28,1,"Powered 2 Wheeler","Slight",2,"2019-01-14","13:2000","BOR","Single CWY",30,"T/STAG JUN","Fine","Road-Dry","January","Monday",13,"Daylight","20-29"
1190225124,"Passenger","Male",32,1,"Other Vehicle","Serious",1,"2019-12-15","07:2300","BOR","Single CWY",30,"No JUN in 20M","Fine","Road-Wet","December","Sunday",7,"Daylight","30-39"
1190204033,"Driver/Rider","Male",31,1,"Powered 2 Wheeler","Slight",2,"2019-09-08","12:1500","BOR","Single CWY",30,"No JUN in 20M","Fine","Road-Dry","September","Sunday",12,"Daylight","30-39"
1190158191,"Passenger","Male",32,3,"Car","Slight",2,"2019-01-07","17:2000","BOR","Single CWY",30,"T/STAG JUN","Fine","Road-Dry","January","Monday",17,"Dark","30-39"
1190179381,"Driver/Rider","Male",47,2,"Goods Vehicle","Slight",2,"2019-05-07","12:1000","BOR","Single CWY",30,"T/STAG JUN","Fine","Road-Dry","May","Tuesday",12,"Daylight","40-49"
1190220154,"Passenger","Male",19,2,"Car","Serious",6,"2019-11-22","19:2500","BOR","Single CWY",30,"T/STAG JUN","Fine","Road-Dry","November","Friday",19,"Dark","10-19"
1190207870,"Driver/Rider","Male",36,1,"Powered 2 Wheeler","Serious",2,"2019-09-26","14:2500","TLRN","Dual CWY",40,"Other","Fine","Road-Dry","September","Thursday",14,"Daylight","30-39"
1190195926,"Driver/Rider","Male",44,1,"Powered 2 Wheeler","Serious",2,"2019-07-25","15:1500","BOR","Dual CWY",30,"T/STAG JUN","Fine","Road-Dry","July","Thursday",15,"Daylight","40-49"
1190157339,"Pedestrian","Female",29,1,"Pedestrian","Serious",1,"2019-01-14","07:2100","BOR","Single CWY",30,"T/STAG JUN","Fine","Road-Dry","January","Monday",7,"Daylight","20-29"
1190213636,"Pedestrian","Male",27,1,"Pedestrian","Slight",2,"2019-10-23","21:2000","BOR","Slip RD",30,"No JUN in 20M","Raining","Road-Wet","October","Wednesday",21,"Dark","20-29"
1190174847,"Driver/Rider","Female",58,1,"Car","Slight",2,"2019-04-12","16:3000","BOR","Single CWY",30,"Roundabout","Fine","Road-Dry","April","Friday",16,"Daylight","50-59"
1190223625,"Pedestrian","Female",18,2,"Pedestrian","Serious",1,"2019-12-08","14:0500","BOR","Single CWY",20,"No JUN in 20M","Other","Road-Wet","December","Sunday",14,"Daylight","10-19"
1190182961,"Driver/Rider","Male",24,1,"Pedal Cycle","Serious",2,"2019-05-24","13:1500","BOR","Single CWY",30,"No JUN in 20M","Fine","Road-Dry","May","Friday",13,"Daylight","20-29"
1190201387,"Driver/Rider","Female",30,1,"Car","Slight",3,"2019-08-25","00:3800","BOR","Single CWY",30,"Crossroads","Fine","Road-Dry","August","Sunday",0,"Dark","30-39"
1190179381,"Driver/Rider","Female",45,2,"Car","Slight",2,"2019-05-07","12:1000","BOR","Single CWY",30,"T/STAG JUN","Fine","Road-Dry","May","Tuesday",12,"Daylight","40-49"
1190162763,"Passenger","Female",63,1,"Car","Slight",2,"2019-02-11","07:0000","BOR","Single CWY",30,"Crossroads","Fine","Road-Dry","February","Monday",7,"Dark","60-69"
