"AREFNO","Casualty.Class","Casualty.Sex","Casualty.Age","No..of.Casualties","Mode.of.Travel","Accident.Severity","No..of.Vehicles.in.Acc.","Accident.Date","Time","Highway","Road.Type","Speed.Limit","Junction.Detail","Weather","Road.Surface","month","day","hour","Light.Conditions.Banded","ageband"
1190209109,"Driver/Rider","Male",46,1,"Powered 2 Wheeler","Slight",2,"2019-10-02","14:1200","TLRN","Dual CWY",30,"T/STAG JUN","Fine","Road-Dry","October","Wednesday",14,"Daylight","40-49"
1190208218,"Pedestrian","Male",16,1,"Pedestrian","Serious",1,"2019-09-26","20:0000","BOR","One-way ST",20,"No JUN in 20M","Other","Road-Dry","September","Thursday",20,"Dark","10-19"
1190208162,"Driver/Rider","Male",32,3,"Powered 2 Wheeler","Slight",2,"2019-09-28","00:4500","BOR","Dual CWY",30,"T/STAG JUN","Fine","Road-Dry","September","Saturday",0,"Dark","30-39"
1190191822,"Driver/Rider","Male",36,2,"Car","Slight",4,"2019-07-06","06:5000","HA","Dual CWY",50,"No JUN in 20M","Fine","Road-Dry","July","Saturday",6,"Daylight","30-39"
1190173786,"Passenger","Male",28,3,"Car","Serious",2,"2019-04-07","06:4300","TLRN","Single CWY",20,"No JUN in 20M","Fine","Road-Dry","April","Sunday",6,"Daylight","20-29"
1190183273,"Driver/Rider","Male",28,1,"Car","Slight",1,"2019-05-26","02:5000","TLRN","Slip RD",50,"Other","Fine","Road-Dry","May","Sunday",2,"Dark","20-29"
1190170762,"Driver/Rider","Female",30,1,"Car","Slight",2,"2019-03-23","12:3400","BOR","Single CWY",30,"No JUN in 20M","Fine","Road-Dry","March","Saturday",12,"Daylight","30-39"
1190180468,"Pedestrian","Male",4,1,"Pedestrian","Slight",1,"2019-05-12","17:4000","BOR","Single CWY",20,"No JUN in 20M","Fine","Road-Dry","May","Sunday",17,"Daylight","0-9"
1190212804,"Driver/Rider","Male",51,1,"Car","Slight",4,"2019-10-14","06:4000","TLRN","Dual CWY",60,"No JUN in 20M","Raining","Road-Wet","October","Monday",6,"Daylight","50-59"
1190167747,"Driver/Rider","Male",35,1,"Powered 2 Wheeler","Serious",2,"2019-03-08","09:4000","TLRN","Single CWY",30,"T/STAG JUN","Fine","Road-Dry","March","Friday",9,"Daylight","30-39"
1190182889,"Pedestrian","Male",38,1,"Pedestrian","Serious",1,"2019-05-23","07:5800","BOR","One-way ST",20,"Other","Fine","Road-Dry","May","Thursday",7,"Daylight","30-39"
1190163517,"Pedestrian","Female",35,1,"Pedestrian","Serious",1,"2019-02-14","20:5900","BOR","Single CWY",30,"Crossroads","Fine","Road-Dry","February","Thursday",20,"Dark","30-39"
1190170561,"Pedestrian","Female",38,1,"Pedestrian","Serious",1,"2019-03-22","08:4000","BOR","Single CWY",30,"No JUN in 20M","Fine","Road-Dry","March","Friday",8,"Daylight","30-39"
1190201139,"Driver/Rider","Male",49,1,"Powered 2 Wheeler","Slight",2,"2019-08-23","12:3000","BOR","Unknown",20,"Other","Fine","Road-Dry","August","Friday",12,"Daylight","40-49"
1190211001,"Pedestrian","Male",85,1,"Pedestrian","Serious",1,"2019-10-11","11:2400","BOR","Single CWY",30,"T/STAG JUN","Fine","Road-Wet","October","Friday",11,"Daylight","80-89"
1190165283,"Driver/Rider","Male",35,1,"Powered 2 Wheeler","Serious",3,"2019-02-24","12:4000","TLRN","Single CWY",30,"T/STAG JUN","Fine","Road-Dry","February","Sunday",12,"Daylight","30-39"
1190173255,"Driver/Rider","Female",48,1,"Pedal Cycle","Slight",2,"2019-03-26","20:1800","BOR","Single CWY",20,"T/STAG JUN","Fine","Road-Dry","March","Tuesday",20,"Dark","40-49"
1190189758,"Pedestrian","Male",4,1,"Pedestrian","Slight",1,"2019-06-26","15:2000","BOR","Single CWY",20,"Other","Fine","Road-Dry","June","Wednesday",15,"Daylight","0-9"
1190195974,"Pedestrian","Male",50,1,"Pedestrian","Slight",1,"2019-07-26","07:3900","TLRN","Single CWY",20,"Other","Raining","Road-Wet","July","Friday",7,"Daylight","50-59"
1190174074,"Pedestrian","Female",68,1,"Pedestrian","Slight",1,"2019-04-08","15:4100","BOR","Dual CWY",30,"T/STAG JUN","Fine","Road-Dry","April","Monday",15,"Daylight","60-69"
1190164870,"Passenger","Male",19,2,"Car","Serious",8,"2019-02-21","21:1500","TLRN","Single CWY",30,"Other","Fine","Road-Dry","February","Thursday",21,"Dark","10-19"
1190201995,"Driver/Rider","Female",34,1,"Car","Slight",2,"2019-08-27","19:4500","BOR","Single CWY",20,"T/STAG JUN","Fine","Road-Dry","August","Tuesday",19,"Daylight","30-39"
1190227727,"Driver/Rider","Male",19,1,"Powered 2 Wheeler","Serious",2,"2019-12-29","22:4100","BOR","Dual CWY",30,"T/STAG JUN","Fine","Road-Dry","December","Sunday",22,"Dark","10-19"
1190224958,"Driver/Rider","Female",59,1,"Car","Slight",2,"2019-12-14","10:5000","BOR","Single CWY",30,"Other","Other","Road-Wet","December","Saturday",10,"Daylight","50-59"
1190207562,"Driver/Rider","Female",38,1,"Car","Slight",1,"2019-09-24","16:3000","BOR","Unknown",20,"No JUN in 20M","Raining","Road-Wet","September","Tuesday",16,"Daylight","30-39"
1190169771,"Driver/Rider","Female",25,1,"Car","Slight",3,"2019-03-08","16:4000","BOR","Single CWY",30,"No JUN in 20M","Raining","Road-Wet","March","Friday",16,"Dark","20-29"
1190172233,"Driver/Rider","Male",22,1,"Powered 2 Wheeler","Slight",2,"2019-03-30","15:5000","BOR","Roundabout",20,"Roundabout","Other","Road-Dry","March","Saturday",15,"Daylight","20-29"
1190157430,"Driver/Rider","Male",33,1,"Pedal Cycle","Serious",2,"2019-01-14","08:0500","BOR","Single CWY",20,"Crossroads","Fine","Road-Dry","January","Monday",8,"Daylight","30-39"
1190162578,"Passenger","Female",4,2,"Car","Slight",2,"2019-02-10","10:4700","BOR","Single CWY",20,"T/STAG JUN","Fine","Road-Wet","February","Sunday",10,"Daylight","0-9"
1190213191,"Driver/Rider","Male",54,1,"Pedal Cycle","Serious",2,"2019-10-21","19:0000","BOR","Dual CWY",30,"Other","Fine","Road-Dry","October","Monday",19,"Dark","50-59"
1190203890,"Driver/Rider","Female",28,1,"Pedal Cycle","Serious",2,"2019-09-07","10:1000","BOR","Single CWY",30,"T/STAG JUN","Fine","Road-Dry","September","Saturday",10,"Daylight","20-29"
1190216420,"Passenger","Female",26,2,"Car","Slight",1,"2019-09-16","08:2000","BOR","Single CWY",30,"Other","Fine","Road-Dry","September","Monday",8,"Daylight","20-29"
1190156787,"Pedestrian","Female",24,2,"Pedestrian","Serious",1,"2019-01-10","16:1500","BOR","Dual CWY",30,"No JUN in 20M","Fine","Road-Wet","January","Thursday",16,"Dark","20-29"
1190222996,"Passenger","Female",86,3,"Car","Slight",2,"2019-12-04","09:4400","BOR","Dual CWY",30,"Other","Fine","Road-Dry","December","Wednesday",9,"Daylight","80-89"
1190168695,"Driver/Rider","Male",39,1,"Powered 2 Wheeler","Serious",2,"2019-03-12","20:0300","TLRN","Single CWY",20,"Other","Fine","Road-Wet","March","Tuesday",20,"Dark","30-39"
1190191450,"Driver/Rider","Male",66,1,"Powered 2 Wheeler","Serious",2,"2019-07-04","13:2700","HA","Dual CWY",70,"No JUN in 20M","Fine","Road-Dry","July","Thursday",13,"Daylight","60-69"
1190156427,"Pedestrian","Male",58,1,"Pedestrian","Slight",1,"2019-01-09","02:2500","TLRN","Dual CWY",20,"Other","Fine","Road-Dry","January","Wednesday",2,"Dark","50-59"
1190159728,"Pedestrian","Female",35,1,"Pedestrian","Slight",1,"2019-01-25","17:1600","TLRN","Single CWY",30,"Crossroads","Raining","Road-Wet","January","Friday",17,"Dark","30-39"
1190202552,"Pedestrian","Male",5,1,"Pedestrian","Serious",1,"2019-08-31","18:1000","BOR","Single CWY",30,"T/STAG JUN","Fine","Road-Dry","August","Saturday",18,"Daylight","0-9"
1190203804,"Pedestrian","Female",53,1,"Pedestrian","Slight",1,"2019-09-05","15:0000","BOR","Single CWY",30,"T/STAG JUN","Fine","Road-Dry","September","Thursday",15,"Daylight","50-59"
1190161972,"Driver/Rider","Female",29,5,"Car","Serious",3,"2019-02-06","21:4000","TLRN","Single CWY",30,"Other","Raining","Road-Wet","February","Wednesday",21,"Dark","20-29"
1190181826,"Driver/Rider","Male",26,2,"Car","Slight",1,"2019-05-18","20:0400","TLRN","Dual CWY",50,"No JUN in 20M","Fine","Road-Dry","May","Saturday",20,"Daylight","20-29"
1190163670,"Driver/Rider","Female",49,2,"Car","Slight",2,"2019-02-15","20:4000","BOR","Unknown",30,"Other","Other","Other","February","Friday",20,"Daylight","40-49"
1190211160,"Driver/Rider","Female",43,1,"Car","Slight",2,"2019-10-12","10:5700","BOR","Single CWY",20,"No JUN in 20M","Raining","Road-Wet","October","Saturday",10,"Daylight","40-49"
1190178756,"Driver/Rider","Male",39,1,"Powered 2 Wheeler","Slight",2,"2019-05-03","21:1000","BOR","Dual CWY",30,"T/STAG JUN","Fine","Road-Dry","May","Friday",21,"Dark","30-39"
1190184348,"Driver/Rider","Male",49,1,"Car","Slight",2,"2019-05-31","19:0000","TLRN","Dual CWY",40,"No JUN in 20M","Fine","Road-Dry","May","Friday",19,"Daylight","40-49"
1190210789,"Driver/Rider","Male",29,1,"Powered 2 Wheeler","Slight",2,"2019-10-05","13:2400","BOR","One-way ST",20,"Other","Fine","Road-Dry","October","Saturday",13,"Dark","20-29"
1190203297,"Pedestrian","Male",26,1,"Pedestrian","Slight",1,"2019-02-28","16:0000","BOR","Unknown",30,"T/STAG JUN","Fine","Other","February","Thursday",16,"Dark","20-29"
1190211055,"Passenger","Male",18,3,"Car","Slight",2,"2019-10-11","17:3000","HA","Dual CWY",40,"No JUN in 20M","Raining","Road-Wet","October","Friday",17,"Dark","10-19"
1190206659,"Driver/Rider","Male",17,4,"Car","Slight",2,"2019-09-20","12:0600","BOR","Single CWY",20,"T/STAG JUN","Fine","Road-Dry","September","Friday",12,"Daylight","10-19"
1190208050,"Pedestrian","Female",24,1,"Pedestrian","Serious",1,"2019-09-27","01:3000","TLRN","Unknown",30,"Crossroads","Fine","Road-Dry","September","Friday",1,"Dark","20-29"
1190223280,"Driver/Rider","Male",45,1,"Pedal Cycle","Slight",2,"2019-12-03","18:4500","BOR","Single CWY",30,"Other","Fine","Road-Dry","December","Tuesday",18,"Daylight","40-49"
1190169308,"Pedestrian","Female",51,1,"Pedestrian","Serious",1,"2019-03-15","13:5800","TLRN","Dual CWY",40,"T/STAG JUN","Fine","Road-Dry","March","Friday",13,"Daylight","50-59"
1190202828,"Pedestrian","Male",44,1,"Pedestrian","Serious",1,"2019-09-02","10:2500","BOR","Single CWY",5,"Other","Fine","Road-Dry","September","Monday",10,"Daylight","40-49"
1190165922,"Driver/Rider","Female",29,1,"Car","Serious",2,"2019-02-27","16:3000","BOR","One-way ST",20,"Other","Fine","Road-Dry","February","Wednesday",16,"Daylight","20-29"
1190161851,"Driver/Rider","Male",43,2,"Goods Vehicle","Serious",3,"2019-02-07","00:5000","HA","Dual CWY",70,"Other","Fine","Road-Dry","February","Thursday",0,"Daylight","40-49"
1190159238,"Driver/Rider","Male",25,3,"Car","Serious",4,"2019-01-23","22:3000","BOR","Dual CWY",30,"No JUN in 20M","Fine","Road-Wet","January","Wednesday",22,"Dark","20-29"
1190174148,"Pedestrian","Female",75,1,"Pedestrian","Serious",1,"2019-04-09","10:1700","BOR","Single CWY",20,"Other","Fine","Road-Dry","April","Tuesday",10,"Daylight","70-79"
1190195225,"Driver/Rider","Male",68,1,"Car","Slight",2,"2019-07-22","16:3100","BOR","Single CWY",30,"T/STAG JUN","Fine","Road-Dry","July","Monday",16,"Daylight","60-69"
1190201441,"Driver/Rider","Male",50,1,"Powered 2 Wheeler","Slight",3,"2019-08-25","12:2500","BOR","Single CWY",20,"No JUN in 20M","Fine","Road-Dry","August","Sunday",12,"Daylight","50-59"
1190190877,"Driver/Rider","Male",63,1,"Other Vehicle","Slight",4,"2019-07-01","21:2500","BOR","Single CWY",20,"T/STAG JUN","Fine","Road-Dry","July","Monday",21,"Dark","60-69"
1190178458,"Driver/Rider","Female",26,1,"Powered 2 Wheeler","Slight",2,"2019-05-02","16:5000","BOR","Single CWY",30,"Crossroads","Raining","Road-Wet","May","Thursday",16,"Daylight","20-29"
48190862824,"Driver/Rider","Female",36,1,"Pedal Cycle","Serious",2,"2019-05-11","11:3000","BOR","Single CWY",20,"T/STAG JUN","Fine","Road-Dry","May","Saturday",11,"Daylight","30-39"
1190172600,"Driver/Rider","Male",52,1,"Pedal Cycle","Serious",2,"2019-04-01","08:3000","BOR","Roundabout",30,"Other","Fine","Road-Dry","April","Monday",8,"Daylight","50-59"
1190216301,"Driver/Rider","Male",31,1,"Car","Slight",2,"2019-11-03","18:3800","TLRN","Dual CWY",30,"Roundabout","Fine","Road-Dry","November","Sunday",18,"Dark","30-39"
1190202945,"Driver/Rider","Male",31,2,"Car","Serious",2,"2019-09-02","21:0100","BOR","Single CWY",30,"T/STAG JUN","Fine","Road-Dry","September","Monday",21,"Dark","30-39"
1190176921,"Driver/Rider","Male",32,2,"Pedal Cycle","Serious",2,"2019-04-25","08:2000","TLRN","Dual CWY",30,"Other","Fine","Road-Dry","April","Thursday",8,"Daylight","30-39"
1190181994,"Pedestrian","Male",10,1,"Pedestrian","Serious",1,"2019-05-20","08:3300","BOR","Single CWY",20,"T/STAG JUN","Fine","Road-Dry","May","Monday",8,"Daylight","10-19"
1190202469,"Driver/Rider","Male",41,1,"Pedal Cycle","Serious",2,"2019-08-30","16:2000","BOR","Single CWY",30,"Other","Fine","Road-Dry","August","Friday",16,"Daylight","40-49"
1190210715,"Passenger","Female",27,6,"Bus or Coach","Slight",2,"2019-10-10","09:0000","TLRN","Dual CWY",30,"T/STAG JUN","Fine","Road-Dry","October","Thursday",9,"Daylight","20-29"
1190201354,"Driver/Rider","Female",44,2,"Car","Serious",2,"2019-08-24","20:0500","TLRN","Slip RD",40,"No JUN in 20M","Fine","Road-Dry","August","Saturday",20,"Dark","40-49"
1190220964,"Pedestrian","Male",31,1,"Pedestrian","Slight",1,"2019-11-25","18:0000","BOR","Dual CWY",20,"Other","Raining","Road-Wet","November","Monday",18,"Dark","30-39"
1190206050,"Passenger","Female",49,6,"Bus or Coach","Serious",2,"2019-09-18","10:3000","BOR","One-way ST",20,"No JUN in 20M","Fine","Road-Dry","September","Wednesday",10,"Daylight","40-49"
1190193952,"Pedestrian","Male",31,1,"Pedestrian","Slight",1,"2019-07-16","16:5600","TLRN","Dual CWY",30,"Crossroads","Fine","Road-Dry","July","Tuesday",16,"Daylight","30-39"
1190182922,"Pedestrian","Male",1,1,"Pedestrian","Slight",1,"2019-05-24","07:5500","BOR","Single CWY",30,"T/STAG JUN","Fine","Road-Dry","May","Friday",7,"Daylight","0-9"
1190200842,"Pedestrian","Male",66,1,"Pedestrian","Serious",1,"2019-08-22","03:1100","TLRN","Roundabout",30,"Roundabout","Fine","Road-Dry","August","Thursday",3,"Dark","60-69"
1190203780,"Driver/Rider","Female",58,1,"Car","Slight",2,"2019-09-06","17:2400","BOR","Single CWY",30,"No JUN in 20M","Fine","Road-Dry","September","Friday",17,"Daylight","50-59"
1190252748,"Driver/Rider","Male",39,1,"Other Vehicle","Slight",2,"2019-04-24","18:3000","BOR","Single CWY",20,"No JUN in 20M","Fine","Other","April","Wednesday",18,"Daylight","30-39"
48190866628,"Driver/Rider","Male",30,1,"Pedal Cycle","Serious",2,"2019-05-20","20:1900","BOR","Single CWY",20,"T/STAG JUN","Fine","Road-Dry","May","Monday",20,"Daylight","30-39"
1190160588,"Driver/Rider","Male",22,1,"Pedal Cycle","Slight",2,"2019-01-30","23:1500","TLRN","Single CWY",20,"Other","Fine","Road-Dry","January","Wednesday",23,"Dark","20-29"
1190224151,"Driver/Rider","Male",24,2,"Powered 2 Wheeler","Serious",2,"2019-12-10","19:0000","BOR","Single CWY",30,"No JUN in 20M","Other","Road-Wet","December","Tuesday",19,"Dark","20-29"
1190225488,"Pedestrian","Female",48,2,"Pedestrian","Slight",1,"2019-12-16","23:3300","BOR","Dual CWY",30,"T/STAG JUN","Fine","Road-Wet","December","Monday",23,"Dark","40-49"
1190177969,"Pedestrian","Female",52,1,"Pedestrian","Serious",1,"2019-04-29","08:0300","BOR","Single CWY",30,"T/STAG JUN","Fine","Road-Dry","April","Monday",8,"Daylight","50-59"
48190927737,"Passenger","Male",30,3,"Car","Serious",2,"2019-11-29","01:0700","TLRN","Dual CWY",20,"Crossroads","Fine","Road-Dry","November","Friday",1,"Dark","30-39"
1190195819,"Driver/Rider","Male",28,1,"Powered 2 Wheeler","Slight",2,"2019-07-25","11:0500","BOR","Single CWY",30,"T/STAG JUN","Fine","Road-Dry","July","Thursday",11,"Daylight","20-29"
1190175891,"Driver/Rider","Male",25,1,"Car","Serious",1,"2019-04-18","19:0000","BOR","Single CWY",30,"T/STAG JUN","Fine","Road-Dry","April","Thursday",19,"Daylight","20-29"
1190179887,"Pedestrian","Male",34,1,"Pedestrian","Slight",1,"2019-05-07","15:1500","BOR","Single CWY",30,"Other","Fine","Road-Dry","May","Tuesday",15,"Daylight","30-39"
1190209689,"Driver/Rider","Male",39,3,"Car","Slight",2,"2019-10-05","02:4300","BOR","Single CWY",30,"T/STAG JUN","Fine","Road-Dry","October","Saturday",2,"Dark","30-39"
1190222579,"Driver/Rider","Female",30,1,"Pedal Cycle","Slight",2,"2019-12-02","08:5000","BOR","Dual CWY",20,"T/STAG JUN","Fine","Road-Dry","December","Monday",8,"Daylight","30-39"
1190198668,"Driver/Rider","Male",26,1,"Pedal Cycle","Slight",2,"2019-08-08","19:0000","TLRN","Single CWY",30,"T/STAG JUN","Fine","Road-Dry","August","Thursday",19,"Daylight","20-29"
1190219255,"Pedestrian","Male",11,1,"Pedestrian","Serious",1,"2019-11-18","15:1900","BOR","Single CWY",20,"Other","Fine","Road-Dry","November","Monday",15,"Daylight","10-19"
1190166720,"Driver/Rider","Male",34,1,"Car","Slight",2,"2019-03-02","05:1000","TLRN","Roundabout",30,"Roundabout","Fine","Road-Dry","March","Saturday",5,"Daylight","30-39"
1190222533,"Driver/Rider","Male",32,1,"Car","Slight",2,"2019-12-03","21:0000","BOR","Single CWY",30,"No JUN in 20M","Fine","Road-Wet","December","Tuesday",21,"Dark","30-39"
1190157149,"Pedestrian","Female",26,1,"Pedestrian","Serious",1,"2019-01-12","17:5000","TLRN","Single CWY",30,"Other","Fine","Road-Wet","January","Saturday",17,"Dark","20-29"
1190227676,"Pedestrian","Male",36,1,"Pedestrian","Serious",1,"2019-12-23","04:0000","BOR","Unknown",30,"No JUN in 20M","Fine","Road-Dry","December","Monday",4,"Dark","30-39"
1190187054,"Driver/Rider","Female",24,1,"Car","Slight",1,"2019-06-13","12:1500","TLRN","Single CWY",30,"T/STAG JUN","Fine","Road-Dry","June","Thursday",12,"Daylight","20-29"
1190187377,"Driver/Rider","Female",38,1,"Powered 2 Wheeler","Slight",2,"2019-06-13","11:5000","BOR","Dual CWY",20,"Other","Fine","Road-Wet","June","Thursday",11,"Daylight","30-39"
1190162456,"Driver/Rider","Male",29,1,"Car","Slight",2,"2019-02-08","08:1200","TLRN","Roundabout",20,"Roundabout","Other","Other","February","Friday",8,"Dark","20-29"
1190211926,"Driver/Rider","Female",35,1,"Pedal Cycle","Slight",2,"2019-10-14","08:4500","TLRN","Dual CWY",30,"Crossroads","Raining","Road-Wet","October","Monday",8,"Daylight","30-39"
1190172653,"Driver/Rider","Male",39,1,"Pedal Cycle","Slight",2,"2019-04-01","17:1500","TLRN","Unknown",30,"Crossroads","Fine","Road-Dry","April","Monday",17,"Daylight","30-39"
1190187558,"Driver/Rider","Male",25,1,"Powered 2 Wheeler","Serious",2,"2019-06-16","11:1200","BOR","Dual CWY",30,"No JUN in 20M","Fine","Road-Dry","June","Sunday",11,"Daylight","20-29"
1190194728,"Driver/Rider","Male",21,1,"Pedal Cycle","Serious",2,"2019-07-20","00:4000","TLRN","Single CWY",20,"No JUN in 20M","Raining","Road-Wet","July","Saturday",0,"Dark","20-29"
1190190405,"Driver/Rider","Male",31,1,"Car","Serious",2,"2019-06-29","17:1000","TLRN","Single CWY",30,"T/STAG JUN","Fine","Road-Dry","June","Saturday",17,"Daylight","30-39"
1190164441,"Pedestrian","Female",28,1,"Pedestrian","Serious",1,"2019-02-19","08:0500","BOR","Dual CWY",30,"No JUN in 20M","Other","Road-Dry","February","Tuesday",8,"Daylight","20-29"
1190180677,"Driver/Rider","Female",57,1,"Pedal Cycle","Serious",2,"2019-05-13","20:4500","TLRN","Dual CWY",30,"Other","Fine","Road-Dry","May","Monday",20,"Dark","50-59"
1190186820,"Driver/Rider","Male",59,1,"Car","Slight",2,"2019-06-12","14:2500","BOR","Single CWY",30,"No JUN in 20M","Raining","Road-Wet","June","Wednesday",14,"Daylight","50-59"
1190193994,"Pedestrian","Male",54,1,"Pedestrian","Slight",1,"2019-07-16","19:3000","BOR","Slip RD",30,"Crossroads","Fine","Road-Dry","July","Tuesday",19,"Daylight","50-59"
1190189281,"Pedestrian","Male",34,1,"Pedestrian","Slight",1,"2019-06-22","11:2000","TLRN","Single CWY",20,"Crossroads","Fine","Road-Dry","June","Saturday",11,"Daylight","30-39"
1190222571,"Driver/Rider","Male",39,2,"Car","Serious",3,"2019-12-04","02:1400","TLRN","Single CWY",20,"No JUN in 20M","Fine","Road-Dry","December","Wednesday",2,"Dark","30-39"
1190190808,"Pedestrian","Female",54,1,"Pedestrian","Slight",1,"2019-06-29","14:3000","TLRN","Unknown",20,"No JUN in 20M","Fine","Other","June","Saturday",14,"Daylight","50-59"
1190183397,"Pedestrian","Female",31,1,"Pedestrian","Slight",1,"2019-05-26","22:3000","BOR","Dual CWY",20,"Other","Fine","Road-Wet","May","Sunday",22,"Dark","30-39"
1190160310,"Driver/Rider","Male",32,2,"Car","Slight",3,"2019-01-29","17:0000","HA","Dual CWY",70,"No JUN in 20M","Fine","Road-Wet","January","Tuesday",17,"Dark","30-39"
1190176658,"Passenger","Male",32,2,"Taxi","Serious",2,"2019-04-23","18:0500","BOR","Single CWY",30,"No JUN in 20M","Fine","Road-Dry","April","Tuesday",18,"Daylight","30-39"
1190206736,"Driver/Rider","Male",37,1,"Car","Slight",2,"2019-09-21","01:5700","BOR","Single CWY",30,"No JUN in 20M","Fine","Road-Dry","September","Saturday",1,"Dark","30-39"
1190190157,"Pedestrian","Female",70,1,"Pedestrian","Slight",1,"2019-06-28","13:0400","TLRN","Single CWY",30,"No JUN in 20M","Fine","Road-Dry","June","Friday",13,"Daylight","70-79"
1190216988,"Pedestrian","Female",24,5,"Pedestrian","Serious",4,"2019-11-08","21:5400","BOR","Single CWY",30,"T/STAG JUN","Fine","Road-Wet","November","Friday",21,"Dark","20-29"
1190163245,"Driver/Rider","Male",32,1,"Car","Serious",2,"2019-02-13","13:3000","BOR","Single CWY",30,"T/STAG JUN","Other","Other","February","Wednesday",13,"Dark","30-39"
1190182325,"Pedestrian","Female",58,2,"Pedestrian","Serious",1,"2019-05-21","18:1100","BOR","Single CWY",30,"Other","Fine","Road-Dry","May","Tuesday",18,"Daylight","50-59"
1190170162,"Driver/Rider","Female",30,1,"Car","Slight",1,"2019-03-13","13:3500","TLRN","Unknown",30,"Other","Other","Other","March","Wednesday",13,"Dark","30-39"
1190171314,"Driver/Rider","Male",25,1,"Pedal Cycle","Serious",2,"2019-03-22","21:1500","BOR","Dual CWY",30,"No JUN in 20M","Fine","Road-Dry","March","Friday",21,"Dark","20-29"
1190209087,"Driver/Rider","Male",28,1,"Powered 2 Wheeler","Slight",1,"2019-09-29","22:3000","BOR","Single CWY",20,"T/STAG JUN","Other","Road-Dry","September","Sunday",22,"Dark","20-29"
1190173918,"Driver/Rider","Male",52,1,"Pedal Cycle","Serious",2,"2019-04-08","06:0000","BOR","Roundabout",30,"Roundabout","Fine","Road-Dry","April","Monday",6,"Daylight","50-59"
1190180081,"Driver/Rider","Male",36,2,"Car","Slight",2,"2019-05-10","13:5000","TLRN","Roundabout",40,"Roundabout","Fine","Road-Dry","May","Friday",13,"Daylight","30-39"
1190189040,"Driver/Rider","Male",28,1,"Pedal Cycle","Slight",2,"2019-06-23","09:5000","BOR","Unknown",30,"T/STAG JUN","Fine","Road-Dry","June","Sunday",9,"Daylight","20-29"
1190192469,"Driver/Rider","Male",31,1,"Car","Slight",2,"2019-07-06","13:0000","BOR","Single CWY",20,"T/STAG JUN","Fine","Road-Dry","July","Saturday",13,"Daylight","30-39"
1190215734,"Driver/Rider","Male",26,1,"Car","Slight",2,"2019-11-02","20:3000","BOR","Unknown",30,"Other","Raining","Road-Wet","November","Saturday",20,"Dark","20-29"
1190180081,"Driver/Rider","Male",29,2,"Car","Slight",2,"2019-05-10","13:5000","TLRN","Roundabout",40,"Roundabout","Fine","Road-Dry","May","Friday",13,"Daylight","20-29"
1190213666,"Pedestrian","Male",56,1,"Pedestrian","Serious",1,"2019-10-16","10:0000","BOR","Single CWY",20,"Roundabout","Fine","Road-Dry","October","Wednesday",10,"Daylight","50-59"
1190165889,"Driver/Rider","Male",40,2,"Bus or Coach","Serious",1,"2019-02-27","15:5000","TLRN","Single CWY",30,"Crossroads","Fine","Road-Dry","February","Wednesday",15,"Daylight","40-49"
1190187765,"Driver/Rider","Male",26,1,"Powered 2 Wheeler","Slight",2,"2019-06-17","12:1500","BOR","Single CWY",30,"T/STAG JUN","Fine","Road-Dry","June","Monday",12,"Daylight","20-29"
1190184841,"Passenger","Female",82,1,"Bus or Coach","Serious",2,"2019-06-03","14:5000","BOR","Single CWY",30,"Crossroads","Fine","Road-Dry","June","Monday",14,"Daylight","80-89"
1190194574,"Driver/Rider","Male",25,1,"Powered 2 Wheeler","Slight",2,"2019-07-19","11:3700","BOR","Single CWY",30,"T/STAG JUN","Raining","Road-Wet","July","Friday",11,"Daylight","20-29"
1190196257,"Passenger","Male",19,2,"Powered 2 Wheeler","Serious",3,"2019-07-26","19:1500","BOR","Single CWY",30,"T/STAG JUN","Fine","Road-Dry","July","Friday",19,"Daylight","10-19"
1190208195,"Driver/Rider","Male",36,2,"Car","Serious",2,"2019-09-28","02:1900","TLRN","Dual CWY",50,"Other","Other","Road-Dry","September","Saturday",2,"Dark","30-39"
1190166162,"Driver/Rider","Male",43,1,"Car","Slight",2,"2019-01-30","17:3000","BOR","Single CWY",30,"Other","Fine","Other","January","Wednesday",17,"Dark","40-49"
1190223813,"Pedestrian","Female",79,1,"Pedestrian","Serious",1,"2019-12-09","10:1000","BOR","One-way ST",20,"Crossroads","Fine","Road-Dry","December","Monday",10,"Daylight","70-79"
1190164171,"Driver/Rider","Male",28,1,"Powered 2 Wheeler","Slight",2,"2019-02-18","14:3000","BOR","Single CWY",30,"Other","Raining","Road-Wet","February","Monday",14,"Daylight","20-29"
1190156943,"Pedestrian","Male",13,1,"Pedestrian","Slight",1,"2019-01-11","13:0100","BOR","Single CWY",30,"Other","Fine","Road-Dry","January","Friday",13,"Daylight","10-19"
1190209127,"Pedestrian","Female",38,1,"Pedestrian","Slight",1,"2019-09-28","21:4600","BOR","One-way ST",30,"T/STAG JUN","Raining","Road-Wet","September","Saturday",21,"Dark","30-39"
1190205573,"Driver/Rider","Male",41,4,"Car","Slight",2,"2019-09-15","19:5300","BOR","Single CWY",20,"T/STAG JUN","Fine","Road-Dry","September","Sunday",19,"Dark","40-49"
1190206718,"Driver/Rider","Female",57,1,"Car","Slight",4,"2019-09-21","00:0000","BOR","One-way ST",30,"T/STAG JUN","Fine","Road-Dry","September","Saturday",0,"Dark","50-59"
